"","lon","lat","adr"
"GEOS constructive testing",50.8282705,5.3352824,"GEOS constructive testing, Hertenstraat, Wellen, Belgium"
"Group Joos1",51.5878377,4.8326569,"Group Joos Nv, Minervum, Breda, Netherlands"
"Group Joos2",50.8106858,2.6792448,"Group Joos Sarl, Rue de la Gare, Boeschepe, France"
"Group Joos3",51.3216509,4.9375577,"Group Joos Nv, Turnhout, Belgium"
"Jan De Nul1",25.2048493,55.2707828,"Jan De Nul Dredging Middle East Fze - Dubai - United Arab Emirates"
"Jan De Nul2",9.1011785,-79.4028639,"Jan De Nul Panama S.A., Panama City, Panama"
"Jan De Nul3",50.9498799,4.0365481,"Jan De Nul NV, Tragel, Aalst, Belgium"
"Jan De Nul4",-31.9484693,115.8422305,"Jan De Nul Australia, Colin Street, West Perth, Western Australia, Australia"
"Jan De Nul5",25.239126,55.3129667,"Jan De Nul Dredging Ltd - Oud Metha - Dubai - United Arab Emirates"
"Jonckheere1",50.9708899,3.1486298,"JONCKHEERE subcontracting nv, Henri Jonckheerestraat, Roeselare, Belgium"
"Jonckheere2",42.741924,-80.577671,"Jonckheere Motors Inc, Langton, ON, Canada"
"Jonckheere3",50.8774514,4.3663869,"Jonckheere sprl, Quai des Usines, Brussels, Belgium"
"Jonckheere4",51.1443206,4.1013206,"Meubelen Jonckheere, Nieuwe Baan, Belsele, Belgium"
"Jonckheere5",50.907886,2.2687244,"Jonckheere, Rue de la Mairie, Looberghe, France"
"Katoen Natie1",43.4757729,5.167309,"Katoen Natie, Berre-l'Étang, France"
"Katoen Natie2",12.7410437,101.1211217,"Katoen Natie Huai Pong Rayong Thailand"
"Katoen Natie3",29.6966296,-95.0669494,"Katoen Natie, Texas 225, La Porte, TX, United States"
"Katoen Natie4",29.6966296,-95.0669494,"Katoen Natie Gulf Coast, Texas 225, La Porte, TX, United States"
"Katoen Natie5",51.2277082,4.4160104,"Katoen Natie Headquarters, Van Aerdtstraat, Antwerp, Belgium"
"Libeco-Lagae",50.96367,3.3012549,"Libeco Lagae Dpt. Fabrics, Tieltstraat, Meulebeke, Belgium"
"Materialise NV1",50.853155,4.730494,"Materialise HQ, Technologielaan, Leuven, Belgium"
"Materialise NV2",42.3901369,-83.4860407,"Materialise USA LLC, Helm Court, Plymouth, MI, United States"
"Materialise NV3",42.3901369,-83.4860407,"Materialise, Helm Court, Plymouth, MI, United States"
"Materialise NV4",44.971932,4.9568839,"Materialise, Saint-Marcel-lès-Valence, France"
"Materialise NV5",50.4501,30.5234,"Materialise Ukraine, Raisy Okipnoi Street, Kiev, Kyiv city, Ukraine"
"Namahn",50.8503396,4.3517103,"Namahn, Rue de la Limite, Brussels, Belgium"
"Precision Dynamics Corporation1",34.3916641,-118.542586,"Precision Dynamics Corporation, Santa Clarita, CA, United States"
"Precision Dynamics Corporation2",34.2817483,-118.4241458,"Precision Dynamics Corporation, Del Sur Street, San Fernando, CA, United States"
"Ravago1",41.6222669,-88.223738,"Ravago, West 143rd Street, Plainfield, IL, United States"
"Ravago2",28.6339783,-81.4028293,"Ravago Manufacturing Americas, Summit Tower Boulevard, Orlando, FL, United States"
"Ravago3",41.0062973,-81.6028965,"Ravago Hinds LLC, Foundation Place, Barberton, OH, United States"
"Ravago4",30.0063017,-95.9077815,"Ravago Manufacturing, Mathis Road, Waller, TX, United States"
"Ravago5",14.7565784,121.0449768,"Ravago Equipment Rentals, Inc., Caloocan, NCR, Philippines"
"Reynaers Aluminium1",18.5204303,73.8567437,"Reynaers Aluminium Pvt. Ltd., Pune, Maharashtra, India"
"Reynaers Aluminium2",44.4218081,26.1001414,"Reynaers Aluminium, Strada Muzelor, Bucharest, Romania"
"Reynaers Aluminium3",51.1040533,4.538185,"Reynaers Aluminium NV, Oude Liersebaan, Duffel, Belgium"
"Reynaers Aluminium4",44.8299484,20.3993135,"Predstavnistvo Reynaers Aluminium SE, Tošin bunar, Belgrade"
"Reynaers Aluminium5",18.608081,74.0109161,"Reynaers Aluminium Pvt. Ltd. Lonikand., ramnagar , lonikand, Maharashtra, India"
"Saluc1",14.6349149,-90.5068824,"Salucentro, Guatemala City, Guatemala"
"Saluc2",19.3172502,-99.6472275,"Salucom Farmacia La Paz Alfredo Del Mazo Velez, Via Alfredo del Mazo, Delegación Santa Cruz Atzcapotzaltongo, Toluca, Mexico"
"Saluc3",44.6394517,7.6619512,"Salucom Poliambulatorio specialistico, Via Cuneo, Savigliano, Province of Cuneo, Italy"
"Saluc4",33.5099045,-112.0091579,"Salucro Healthcare Solutions, East Camelback Road, Phoenix, AZ, United States"
"Saluc5",5.348903,-72.400523,"Salucoop, Yopal - Casanare, Colombia"
"Seyntex",50.9852339,3.3360844,"Seyntex nv, Seyntexlaan, Tielt, Belgium"
"Sioen Industries1",50.9885802,3.2005073,"Sioen Industries, Fabriekstraat, Ardooie, Belgium"
"Sioen Industries2",50.7231468,3.2136733,"Sioen, Avenue de la Métropole, Mouscron, Belgium"
"Sioen Industries3",50.7247214,3.2168786,"Sioen Industries, Avenue Urbino, Luingne, Belgium"
"Sioen Industries4",43.1597708,2.9789052,"Sioen France, Avenue Gustave Eiffel, Narbonne, France"
"Sioen Industries5",50.90244,4.0056592,"Sioen Industries, Haaltert, Belgium"
"Skytech1",54.6777857,25.2798209,"SKYTECH.LT, Pylimo gatvė, Vilnius, Lithuania"
"Skytech2",1.352083,103.819836,"SkyTech Singapore"
"Skytech3",37.7605526,-122.3982844,"Skytech Solar-A SF Bay Area Solar Company, Arkansas Street, San Francisco, CA, United States"
"Skytech4",28.8955152,76.606611,"Merion Sky Mall, Rohtak, Haryana, India"
"Skytech5",41.757372,-87.6215208,"Skytech Enterprises Ltd, South Michigan Avenue, Chicago, IL, United States"
"Solvay1",43.060028,-76.2155069,"Solvay High School, Gertrude Avenue, Solvay, NY, United States"
"Solvay2",33.3621766,-82.0141086,"Solvay Advanced Polymers, Clanton Road, Augusta, GA, United States"
"Solvay3",34.0904336,-84.2053646,"Solvay Advanced Polymers LLC, McGinnis Ferry Road, Alpharetta, GA, United States"
"Solvay4",41.4400344,-87.6833769,"Solvay USA, University Park, IL, United States"
"Solvay5",43.095323,-76.2500054,"Solvay Middle School, Bury Drive, Syracuse, NY, United States"
"Teleroute1",40.4981655,-3.8744638,"Teleroute, Calle Collado Mediano, Las Rozas, Spain"
"Teleroute2",52.2296756,21.0122287,"Teleroute - Giełda Ładunków Krajowych i Międzynarodowych, Warsaw, Poland"
"Teleroute3",52.1259577,4.6541476,"Teleroute B.V., Zuidpoolsingel, Alphen aan den Rijn, Netherlands"
"Teleroute4",41.163126,-8.6302064,"Teleroute Portugal - Bolsa Electrónica De Cargas, Lda., Rua de Domingos Sequeira, Porto, Portugal"
"Teleroute5",NA,NA,"Teleroute Österreich GmbH & Co KG, Leberstraße, Vienna, Austria"
"Thermote & Vanhalst1",-31.9920578,115.9374457,"TVH Australasia Perth, Colin Jamieson Drive, Welshpool, Western Australia, Australia"
"Thermote & Vanhalst2",NA,NA,"TVH Human Resources & Electronics, A14, Waregem, Belgium"
"Thermote & Vanhalst3",-34.9355562,138.6026901,"TVH, South Terrace, Adelaide, South Australia, Australia"
"Thermote & Vanhalst4",1.352083,103.819836,"TVH Singapore Pte. Ltd. Singapore"
"Thermote & Vanhalst5",NA,NA,"TVH, Başakşehir, Turkey"
"Tractebel1",50.8503396,4.3517103,"Tractebel (ENGIE) - Head Office, Avenue Ariane, Brussels, Belgium"
"Tractebel2",NA,NA,"Tractebel, García, Mexico"
"Tractebel3",50.8578256,4.4321049,"Tractebel Engineering sa, Avenue Ariane, Woluwe-Saint-Lambert, Belgium"
"Tractebel4",22.2331041,-97.861099,"Tractebel S.A. de C.V., Tampico, Mexico"
"Tractebel5",32.3207939,-96.6416385,"Tractebel Power Inc, West Ennis Avenue, Ennis, TX, United States"
"Truvo1",30.083333,31.35,"Truvo, Almazah, Heliopolis, Cairo Governorate, Egypt"
"Truvo2",50.9097004,-1.4043509,"Truvox International, Southampton, United Kingdom"
"Truvo3",30.0379482,31.208259,"Truvo, Al Nakhel, Ad Doqi, Giza Governorate, Egypt"
"Truvo4",22.572646,88.363895,"Truvolt Engineering Co Pvt Ltd, Kolkata, West Bengal, India"
"Truvo5",22.4923194,88.3450254,"Truvolt Engineering Company Private Limited, Baburam Ghosh Road, Tollygunge Golf Club, Kolkata, West Bengal, India"
"Unibind1",-25.9991795,28.1262927,"Unibind Systems (Pty) Ltd, Midrand, Gauteng, South Africa"
"Unibind2",34.0673277,-84.3118835,"Unibind Inc, Wills Road, Alpharetta, GA, United States"
"Unibind3",51.062883,-0.325858,"Unibind Systems Ltd, Horsham, United Kingdom"
"Unibind4",-29.151988,26.1940199,"Unibind Systems (Pty) Ltd - Free State, Barry Richter Road, Bloemfontein, Free State, South Africa"
"Unibind5",-33.8349868,151.0457422,"Unibind NSW, Vore Street, Silverwater, New South Wales, Australia"
"Van Genechten Packaging",51.3216509,4.9375577,"Van Genechten Packaging, Turnhout, Belgium"
"Van Hool1",51.0978315,4.6102573,"Kapel Van Hool, Bernard van Hoolstraat, Lier, Belgium"
"Van Hool2",51.09522,4.61011,"Van Hool, Bernard van Hoolstraat, Koningshooikt, Belgium"
"Van Hool3",52.3251062,-0.6903119,"Van Hool UK Ltd, Vaux Road, Finedon Road Industrial Estate, Wellingborough, United Kingdom"
"Van Hool4",35.082834,-101.9361111,"Van Hooley Construction, Farm to Market Road 2590, Amarillo, TX, United States"
"Van Hool5",49.0983403,2.5286402,"Van Hool France, Rue de la Ferme Saint-Ladre, Fosses, France"
"Velleman1",32.7554883,-97.3307658,"Velleman Inc, Tower Street, Fort Worth, TX, United States"
"Velleman2",50.9332,3.64714,"Velleman, Legen Heirweg, Gavere, Belgium"
"Velleman3",44.2562562,-77.4415253,"Velleman House, Ontario 62, Foxboro, ON, Canada"
"Velleman4",55.010762,-1.449138,"Velleman.co.uk, North Shields, United Kingdom"
"Velleman5",22.396428,114.109497,"Velleman Hong Kong Ltd, Hong Kong"
"Vinçotte1",24.2991738,54.6972774,"Vincotte International Middle East LLC - Abu Dhabi - United Arab Emirates"
"Vinçotte2",25.2830909,55.351682,"Vincotte International Middle East LLC - Hor Al Anz East - Dubai - United Arab Emirates"
"Vinçotte3",50.9244388,4.4365641,"Vinçotte Hoofdkantoor, Jan Olieslagerslaan, Vilvoorde, Belgium"
"Vinçotte4",-31.9505269,115.8604572,"Vinçotte Australia, Perth, Western Australia, Australia"
"Vinçotte5",53.5957845,-113.5708019,"Vincotte Canada, 93 Avenue Northwest, Edmonton, AB, Canada"
"Copiepresse",50.8503396,4.3517103,"Copiepresse Soc.civ. scrl, Rue Bara, Brussels, Belgium"
"Larian Studios",51.0543422,3.7174243,"Larian Studios, Ghent, Belgium"
"Proost1",51.5896445,4.7738573,"Proost in Breda, Vismarktstraat, Breda Centrum, Breda, Netherlands"
"Proost2",52.0990887,5.1348765,"Proost!, Bollenhofsestraat, Utrecht, Netherlands"
"Proost3",51.5896445,4.7738573,"Proost BV, Vismarktstraat, Breda, Netherlands"
"Proost4",51.9215979,4.4891618,"Cafe Proost, Hoogstraat, Rotterdam, Netherlands"
"Proost5",51.3001372,4.9420823,"Proost Industries NV, Everdongenlaan, Turnhout, Belgium"
"UMedia1",30.1185305,31.2404923,"Umedia, Cairo Governorate, Egypt"
"UMedia2",50.825587,4.365307,"uMedia, Avenue Louise, Brussels, Belgium"
"UMedia3",39.7741908,-89.6485903,"Umedia, South 6th Street, Springfield, IL, United States"
"UMedia4",21.5111392,-104.8918856,"UMEDIA, Avenida México Norte, Centro, Tepic, Mexico"
"UMedia5",32.0547645,34.7706342,"Umedia, Shalma Road, Tel Aviv-Yafo, Israel"
"Fluxys1",51.370922,4.9939098,"Fluxys Belgium, Ravels, Belgium"
"Fluxys2",51.2438606,3.2066759,"Fluxys sa, Kolvestraat, Bruges, Belgium"
"Fluxys3",50.8461788,4.3691637,"Fluxys, Avenue des Arts, Brussels, Belgium"
"Fluxys4",50.8461788,4.3691637,"Fluxys sa, Avenue des Arts, Brussels, Belgium"
"Fluxys5",50.9916019,3.8475781,"Fluxys, Honderdweg, Wetteren, Belgium"
"Agfa-Gevaert1",48.1019183,11.5840079,"Agfa Gevaert HealthCare GmbH, Tegernseer Landstraße, Munich, Germany"
"Agfa-Gevaert2",51.1784892,4.4431958,"Agfa Gevaert, Septestraat, Mortsel, Belgium"
"Agfa-Gevaert3",51.0938172,4.8260856,"Agfa Gevaert, August Cannaertsstraat, Westerlo, Belgium"
"Agfa-Gevaert4",-27.4135519,153.0040361,"AGFA Gevaert Ltd, Shand Street, Stafford, Queensland, Australia"
"Agfa-Gevaert5",NA,NA,"Agfa Gevaert, Brentford, United Kingdom"
"AIM Productions1",40.7282239,-73.7948516,"Aim Productions Inc, Queens, NY, United States"
"AIM Productions2",40.7425772,-73.9804096,"AIM Productions, 29th Street, NY, United States"
"AIM Productions3",42.4080036,-87.9199163,"AIM Productions, North Forrest Hills Court, Wadsworth, IL, United States"
"AIM Productions4",30.267153,-97.7430608,"Aim Productions, Austin, TX, United States"
"AIM Productions5",51.1601852,4.4609677,"AIM Productions, Hoverheide, Hove, Belgium"
"EVS Broadcast Equipment1",40.8700682,-74.3007334,"EVS Broadcast Equipment (US East Coast), Law Drive, Fairfield, NJ, United States"
"EVS Broadcast Equipment2",50.5918716,5.5583273,"EVS Broadcast Equipment (Belgium), Rue du Bois Saint-Jean, Ougrée, Belgium"
"EVS Broadcast Equipment3",51.2946614,-0.3272353,"EVS Broadcast Equipment (UK), The Crescent, Leatherhead, United Kingdom"
"EVS Broadcast Equipment4",25.2048493,55.2707828,"EVS Broadcast Equipment (Dubai) - Sheikh Zayed Road - Dubai - United Arab Emirates"
"EVS Broadcast Equipment5",49.8671859,8.6280013,"EVS Broadcast Equipment (Darmstadt Development Center), Mina-Rees-Straße, Darmstadt, Germany"
"Ferranti Computer Systems1",51.267346,4.3886177,"Ferranti Computer Systems N.V., Romeynsweel, Antwerp, Belgium"
"Ferranti Computer Systems2",28.4594965,77.0266383,"Ferranti Computer Systems India, Gurgaon, Haryana, India"
"Ferranti Computer Systems3",52.3355057,4.8871664,"Ferranti Computer Systems B.V., Tommaso Albinonistraat, Amsterdam, Netherlands"
"Ferranti Computer Systems4",52.3347732,4.9318727,"Ferranti Computer Systems B.V., Joop Geesinkweg, Amsterdam, Netherlands"
"IMEC1",50.8622144,4.6712046,"imec, Kapeldreef, Heverlee, Belgium"
"IMEC2",NA,NA,"Imeca Hardware & Lumber, Northwest 58th Street, Doral, FL, United States"
"IMEC3",26.2378597,-80.1247667,"Imeca Hardware Lumber, Pompano Beach, FL, United States"
"IMEC4",51.5007153,-0.1360805,"Institution of Mechanical Engineers (IMechE), Birdcage Walk, London, United Kingdom"
"IMEC5",-12.0463667,-77.0427891,"IMECON Km 46, Lima Province, Lima Region, Peru"
"Mediagenix",50.8764645,4.2842958,"MediaGeniX Company, Nieuwe Gentsesteenweg, Dilbeek, Belgium"
"Option N.V.1",36.0951489,-115.1010145,"Option Home Health Care, South Pecos Road, Las Vegas, NV, United States"
"Option N.V.2",40.9401358,-73.9624646,"Option Surgical, Northern Valley Regional High School District, Piermont Road, Cresskill, NJ, United States"
"Zetes1",38.7153,-9.2343369,"Zetes Burótica, Alameda António Sérgio, Linda-a-Velha, Portugal"
"Zetes2",52.673978,-8.5542622,"Zetes Ltd, Castletroy, Ireland"
"Zetes3",-29.768139,31.005198,"Zetes, Island Circle, Durban, KwaZulu-Natal, South Africa"
"Zetes4",51.5310167,-0.811835,"Zetes UK Ltd, Honey Lane, Maidenhead, United Kingdom"
"Zetes5",53.3498053,-6.2603097,"Zetes Ltd, Dublin, Ireland"
"Base1",45.5197566,-122.568946,"Base Camp Brewing Company, Southeast Oak Street, Portland, OR, United States"
"Base2",42.9358107,-74.694372,"Baseball Hall of Fame, Cooperstown Road, Fort Plain, NY, United States"
"Base3",-33.8698636,151.2046889,"Base Backpackers Sydney, Kent Street, Sydney, New South Wales, Australia"
"Base4",25.8612794,-80.1210502,"Basement Miami, Collins Avenue, Miami Beach, FL, United States"
"Base5",40.820587,-72.9450667,"Baseball Heaven, Sills Road, Yaphank, NY, United States"
"Belgacom1",50.8423817,4.3541793,"Belgacom - Proximus, Rue Lebeau, Brussels, Belgium"
"Belgacom2",50.8674164,4.3772981,"ING Belgacom Towers, Boulevard Simon Bolivar, Schaerbeek, Belgium"
"Belgacom3",50.4266079,6.0273565,"Proximus, Place du Châtelet, Malmedy, Belgium"
"Belgacom4",50.4699739,4.4411679,"Belgacom Center, Rue des Bancroix, Charleroi, Belgium"
"Belgacom5",50.9838904,5.0510623,"Proximus, Sint-Jan Berchmansstraat, Diest, Belgium"
"Proximus1",50.8649362,4.3591777,"Proximus, Boulevard du Roi Albert II, Brussels, Belgium"
"Proximus2",50.9272511,4.4257868,"Proximus Center, Rue Neuve, Vilvoorde, Belgium"
"Proximus3",50.8373599,4.2929353,"Proximus, Boulevard Sylvain Dupuis, Anderlecht, Belgium"
"Proximus4",50.8503396,4.3517103,"Proximus, Rue des Tongres, Brussels, Belgium"
"Proximus5",50.8503396,4.3517103,"Proximus, Place Victor Horta, Brussels, Belgium"
"Telenet1",51.0438368,4.4784733,"Telenet, Liersesteenweg, Mechelen, Belgium"
"Telenet2",33.9365522,-83.4871525,"TeleNet Marketing Solutions, New Jimmie Daniel Road, Athens, GA, United States"
"Telenet3",51.0504966,3.7212226,"Telenet, Zonnestraat, Ghent, Belgium"
"Telenet4",-25.8699337,28.1697426,"Telenetix, Venturi Crescent, Centurion, Gauteng, South Africa"
"Telenet5",50.8781944,4.7061701,"Telenet Center, Monseigneur Ladeuzeplein, Leuven, Belgium"
"Abelag Aviation1",51.4563278,5.393992,"Abelag Aviation Nederland B.V., Luchthavenweg, Eindhoven, Netherlands"
"Abelag Aviation2",50.8145924,3.202637,"Abelag Aviation, Kortrijkstraat, Wevelgem, Belgium"
"Abelag Aviation3",50.8145924,3.202637,"Abelag Technics, Kortrijkstraat, Wevelgem, Belgium"
"Abelag Aviation4",50.8089296,3.1836033,"Abelag Aviation, Wevelgem, Belgium"
"Abelag Aviation5",50.6341764,3.0551796,"Abelag France, Rue du Maréchal de Tassigny, Lille, France"
"Brussels Airlines1",40.7245851,-73.5607531,"Brussels Airlines, Hempstead Bethpage Turnpike, East Meadow, NY, United States"
"Brussels Airlines2",50.8947967,4.4679777,"Brussels Airlines, Ringlaan, Zaventem, Belgium"
"Brussels Airlines3",5.6037168,-0.1869644,"Brussels Airlines, Accra, Greater Accra, Ghana"
"Brussels Airlines4",0.3229765,32.5762197,"Brussels Airlines, Lumumba Avenue, Kampala, Central Region, Uganda"
"Brussels Airlines5",53.3568774,-2.3025345,"Brussels Airlines, Ringway, Manchester, United Kingdom"
"Jetairfly1",25.7909848,-80.2646509,"Jetairfly, Northwest 42nd Avenue, Miami, FL, United States"
"Jetairfly2",51.4563278,5.393992,"Jetairfly, Luchthavenweg, Eindhoven, Netherlands"
"Jetairfly3",39.5696005,2.6501603,"Jetairfly, Palma, Spain"
"Jetairfly4",41.6420264,-91.5392265,"Jet Air Inc, South Riverside Drive, Iowa City, IA, United States"
"Jetairfly5",40.9475142,-90.4333562,"Jet Air, Inc., Illinois 164, Galesburg, IL, United States"
"Kinepolis1",50.6653739,4.3799792,"Kinepolis Imagibraine, Boulevard de France, Braine-l'Alleud, Belgium"
"Kinepolis2",40.3959817,-3.7864778,"Kinepolis, Calle Juan de Orduña, Pozuelo de Alarcón, Spain"
"Kinepolis3",40.5314821,-3.6365207,"Kinépolis Madrid Diversia, Avenida de Bruselas, Alcobendas, Spain"
"Kinepolis4",50.8943868,4.3418768,"Kinepolis Brussels, Boulevard du Centenaire, Brussels, Belgium"
"Kinepolis5",50.8943868,4.3418768,"Brussel Expo Parking Kinepolis, Boulevard du Centenaire, Brussels, Belgium"
"Thomas Cook Airlines Belgium1",50.8947967,4.4679777,"Thomas Cook Airlines Belgium NV, Ringlaan, Zaventem, Belgium"
"Thomas Cook Airlines Belgium2",51.00825,3.70799,"Thomas Cook Airlines Belgium NV, Tramstraat, Ghent, Belgium"
"TNT Airways1",25.2048493,55.2707828,"TNT Airways - Al Quds Street - Dubai - United Arab Emirates"
"TNT Airways2",35.6175532,-88.881677,"TNT Auto Cars, Airways Boulevard, Jackson, TN, United States"
"VLM Airlines1",53.6353216,10.008891,"VLM Airlines, Flughafenstraße, Hamburg, Germany"
"VLM Airlines2",NA,NA,"VLM Airlines, Deurne, Belgium"
"VLM Airlines3",51.5090733,0.0470092,"VLM Airlines, Royal Albert Roundabout, London, United Kingdom"
"VLM Airlines4",51.9484249,4.4339578,"VLM Airlines, Rotterdam Airportplein, Rotterdam, Netherlands"
"Aquafin1",34.3916641,-118.542586,"Aquafine Corporation, Santa Clarita, CA, United States"
"Aquafin2",24.8614622,67.0099388,"Aquafina, Karachi District, Sindh, Pakistan"
"Aquafin3",21.2854067,39.2375507,"Aquafina Bottling Plant, Jeddah, Makkah Province, Saudi Arabia"
"Aquafin4",24.8614622,67.0099388,"Aquafina, Karachi, Sindh, Pakistan"
"Aquafin5",51.0222513,5.3630414,"Aquafin, Centrum-Zuid, Houthalen-Helchteren, Belgium"
